InventoryID,Date,ProductID,StoreID,WarehouseID,OpeningStock,ReceivedQty,SoldQty,ClosingStock,ReorderLevel,StockStatus,InventoryValue
INV042769,2025-01-11,1193,35,WH007,384,326,232,478,221,Normal,8102.1
INV042770,2025-07-13,769,181,WH025,459,300,133,626,142,Overstock,17114.84
INV042771,2025-12-07,1727,296,WH012,931,225,214,942,182,Overstock,2251.38
INV042772,2025-08-08,1296,160,WH014,789,157,258,688,146,Overstock,26033.92
INV042773,2025-02-08,2157,226,WH040,167,154,267,54,84,Low Stock,1436.4
INV042774,2025-05-17,1728,280,WH019,10,159,21,148,143,Normal,7052.2
INV042775,2025-11-25,552,273,WH009,495,19,197,317,132,Normal,8961.59
INV042776,2025-03-17,232,252,WH017,717,136,145,708,119,Overstock,12524.52
INV042777,2025-08-01,906,244,WH008,974,9,275,708,264,Normal,5607.36
INV042778,2025-04-09,244,55,WH025,881,110,249,742,201,Normal,3554.18
INV042779,2025-09-22,729,51,WH001,955,233,283,905,61,Overstock,23195.15
INV042780,2025-10-22,52,131,WH008,89,289,120,258,55,Overstock,5964.96
INV042781,2025-05-14,1211,48,WH024,277,353,236,394,248,Normal,16772.58
INV042782,2025-12-19,1841,154,WH011,382,14,111,285,118,Normal,12243.6
INV042783,2025-10-29,1313,8,WH013,95,261,36,320,159,Normal,15084.8
INV042784,2025-02-24,562,152,WH022,849,307,24,1132,153,Overstock,29884.8
INV042785,2025-08-09,1841,232,WH030,793,339,247,885,220,Overstock,42710.1
INV042786,2025-06-14,1409,296,WH042,351,160,69,442,263,Normal,4004.52
INV042787,2025-10-26,995,135,WH033,81,14,50,45,175,Low Stock,1272.15
INV042788,2025-04-23,407,167,WH031,486,316,250,552,153,Normal,20849.04
INV042789,2025-11-29,1279,228,WH046,499,390,219,670,138,Overstock,6499.0
INV042790,2025-01-11,306,209,WH026,316,192,191,317,227,Normal,16224.06
INV042791,2025-09-17,2210,46,WH001,438,334,10,762,112,Overstock,10995.66
INV042792,2025-05-07,1010,131,WH004,165,297,136,326,100,Normal,5199.7
INV042793,2025-07-17,2428,135,WH015,987,46,275,758,109,Overstock,10558.94
INV042794,2025-07-11,2270,128,WH039,165,351,267,249,136,Normal,8142.3
INV042795,2025-05-23,1081,187,WH028,283,382,26,639,205,Normal,14837.58
INV042796,2025-01-29,1175,12,WH004,832,183,62,953,82,Overstock,33316.88
INV042797,2025-03-21,1709,42,WH041,54,187,124,117,254,Low Stock,5004.09
INV042798,2025-10-15,1907,276,WH004,160,199,127,232,185,Normal,1904.72
INV042799,2025-03-23,2269,194,WH036,286,123,280,129,128,Normal,2754.15
INV042800,2025-03-24,2359,64,WH013,242,272,2,512,252,Normal,24657.92
INV042801,2025-03-26,1768,128,WH015,72,316,95,293,199,Normal,12892.0
INV042802,2025-11-04,628,157,WH039,290,240,40,490,97,Overstock,22074.5
INV042803,2025-10-04,588,170,WH037,267,225,107,385,60,Overstock,1921.15
INV042804,2025-09-15,342,81,WH002,22,351,210,163,164,Low Stock,394.46
INV042805,2025-11-19,1203,182,WH021,664,21,46,639,112,Overstock,24365.07
INV042806,2025-05-12,454,110,WH012,913,6,224,695,216,Normal,40567.15
INV042807,2025-07-08,1649,227,WH030,758,151,167,742,246,Normal,32759.3
INV042808,2025-11-19,155,267,WH031,688,375,156,907,115,Overstock,26965.11
INV042809,2025-01-07,1704,51,WH018,855,121,114,862,246,Normal,38910.68
INV042810,2025-10-12,181,227,WH003,994,313,118,1189,284,Overstock,25337.59
INV042811,2025-01-27,715,253,WH021,493,339,289,543,267,Normal,32047.86
INV042812,2025-12-19,2079,105,WH002,556,157,191,522,179,Normal,29654.82
INV042813,2025-11-02,1728,250,WH044,823,150,242,731,188,Normal,29422.75
INV042814,2025-10-17,1595,242,WH029,343,109,189,263,276,Low Stock,11009.18
INV042815,2025-04-23,870,155,WH008,822,122,253,691,297,Normal,22768.45
INV042816,2025-02-06,2062,34,WH011,318,191,103,406,219,Normal,2139.62
INV042817,2025-03-12,1633,290,WH007,808,119,217,710,207,Normal,19304.9
INV042818,2025-03-12,2291,288,WH001,390,92,281,201,249,Low Stock,679.38
INV042819,2025-04-22,6,238,WH041,230,274,282,222,171,Normal,4193.58
INV042820,2025-12-09,1723,193,WH042,722,7,74,655,137,Overstock,22997.05
INV042821,2025-10-19,968,262,WH026,758,301,204,855,245,Normal,6600.6
INV042822,2025-09-13,79,163,WH037,473,289,112,650,239,Normal,11550.5
INV042823,2025-09-29,1788,266,WH013,289,84,114,259,145,Normal,4188.03
INV042824,2025-10-15,1601,111,WH019,639,59,186,512,149,Normal,4766.72
INV042825,2025-12-31,315,279,WH043,271,325,17,579,130,Overstock,3074.49
INV042826,2025-07-14,1879,62,WH036,749,132,263,618,105,Overstock,4171.5
INV042827,2025-07-21,740,208,WH001,570,278,113,735,185,Normal,31244.85
INV042828,2025-06-06,1334,234,WH018,767,378,59,1086,58,Overstock,7373.94
INV042829,2025-04-19,2426,26,WH041,295,117,165,247,217,Normal,5735.34
INV042830,2025-02-17,2492,10,WH024,937,135,297,775,126,Overstock,5471.5
INV042831,2025-12-17,1300,15,WH011,499,195,130,564,157,Normal,21358.68
INV042832,2025-09-26,49,182,WH018,197,343,135,405,196,Normal,22554.45
INV042833,2025-03-28,2168,261,WH028,946,282,203,1025,61,Overstock,44536.25
INV042834,2025-06-14,2467,199,WH026,422,357,53,726,90,Overstock,7463.28
INV042835,2025-09-02,2433,76,WH020,709,334,47,996,159,Overstock,17559.48
INV042836,2025-12-05,1688,113,WH012,863,149,235,777,80,Overstock,29860.11
INV042837,2025-11-23,709,222,WH013,86,248,216,118,60,Normal,6491.18
INV042838,2025-06-27,1099,13,WH033,874,223,240,857,50,Overstock,22119.17
INV042839,2025-07-02,8,220,WH015,65,148,61,152,56,Normal,6532.96
INV042840,2025-03-23,316,128,WH003,324,364,119,569,227,Normal,33525.48
INV042841,2025-09-25,1311,225,WH004,912,53,234,731,234,Normal,26308.69
INV042842,2025-03-20,353,25,WH024,463,179,205,437,205,Normal,12122.38
INV042843,2025-08-21,1108,191,WH006,509,70,295,284,190,Normal,5853.24
INV042844,2025-04-13,1784,275,WH031,385,45,156,274,65,Overstock,10165.4
INV042845,2025-01-29,2384,64,WH023,716,377,141,952,191,Overstock,17259.76
INV042846,2025-11-29,1314,36,WH018,221,299,299,221,214,Normal,8011.25
INV042847,2025-07-25,43,40,WH013,842,301,266,877,247,Normal,24959.42
INV042848,2025-04-13,1110,257,WH033,779,158,0,937,52,Overstock,20023.69
INV042849,2025-07-27,568,278,WH044,923,50,233,740,196,Normal,16842.4
INV042850,2025-03-13,428,19,WH033,536,331,122,745,169,Overstock,37831.1
INV042851,2025-02-19,1741,122,WH007,3,394,40,357,178,Normal,9092.79
INV042852,2025-03-02,745,171,WH035,953,71,59,965,196,Overstock,15150.5
INV042853,2025-02-06,1075,119,WH014,489,136,150,475,202,Normal,19788.5
INV042854,2025-09-15,828,293,WH025,139,317,223,233,107,Normal,13828.55
INV042855,2025-06-09,1492,57,WH022,559,187,216,530,239,Normal,9073.6
INV042856,2025-04-21,2022,292,WH004,647,223,178,692,170,Overstock,8172.52
INV042857,2025-11-22,2082,268,WH036,406,266,273,399,104,Normal,4257.33
INV042858,2025-12-10,1157,80,WH033,163,27,96,94,229,Low Stock,2996.72
INV042859,2025-02-27,1926,177,WH002,899,373,77,1195,241,Overstock,27915.2
INV042860,2025-03-02,1791,56,WH032,275,372,227,420,215,Normal,13183.8
INV042861,2025-02-11,278,76,WH020,286,161,124,323,221,Normal,7752.0
INV042862,2025-04-05,1462,13,WH033,767,217,80,904,198,Overstock,52748.4
INV042863,2025-12-09,1402,125,WH032,12,243,199,56,235,Low Stock,310.8
INV042864,2025-04-15,7,90,WH033,282,271,50,503,253,Normal,18419.86
INV042865,2025-06-05,1394,242,WH028,313,64,294,83,103,Low Stock,1712.29
INV042866,2025-02-12,346,44,WH036,466,322,214,574,95,Overstock,19401.2
INV042867,2025-09-13,1608,145,WH022,26,6,7,25,78,Low Stock,1003.5
INV042868,2025-01-05,1664,131,WH012,819,72,44,847,288,Normal,47127.08
INV042869,2025-08-31,1804,60,WH008,285,114,286,113,82,Normal,2810.31
INV042870,2025-12-25,614,237,WH023,375,275,190,460,251,Normal,9393.2
INV042871,2025-12-31,1887,245,WH038,363,278,283,358,176,Normal,1582.36
INV042872,2025-01-24,1346,9,WH017,94,125,42,177,160,Normal,5564.88
INV042873,2025-03-27,196,65,WH027,866,61,70,857,106,Overstock,46003.76
INV042874,2025-05-24,1346,272,WH037,628,240,33,835,242,Normal,22628.5
INV042875,2025-04-07,1879,58,WH022,495,333,286,542,132,Overstock,3138.18
INV042876,2025-05-05,474,1,WH009,407,46,68,385,89,Overstock,20123.95
INV042877,2025-08-24,652,46,WH048,485,282,25,742,78,Overstock,16331.42
INV042878,2025-08-09,2336,233,WH010,582,55,292,345,251,Normal,2387.4
INV042879,2025-03-25,1887,261,WH037,591,86,160,517,71,Overstock,30265.18
INV042880,2025-12-01,1750,190,WH036,37,271,28,280,91,Normal,8355.2
INV042881,2025-11-18,1806,231,WH020,384,134,120,398,91,Overstock,9934.08
INV042882,2025-09-03,1421,220,WH037,836,258,239,855,219,Normal,45161.1
INV042883,2025-10-01,1570,206,WH029,976,277,211,1042,51,Overstock,24361.96
INV042884,2025-04-30,2014,128,WH028,232,86,111,207,115,Normal,4053.06
INV042885,2025-11-29,647,119,WH020,567,19,274,312,289,Normal,1934.4
INV042886,2025-04-08,406,146,WH041,187,353,157,383,119,Normal,8284.29
INV042887,2025-04-27,1000,243,WH016,11,11,21,1,165,Low Stock,23.82
INV042888,2025-03-04,2328,15,WH012,16,54,26,44,164,Low Stock,431.64
INV042889,2025-04-16,791,268,WH019,673,5,299,379,266,Normal,18055.56
INV042890,2025-10-08,266,66,WH033,268,224,69,423,152,Normal,1988.1
INV042891,2025-11-15,1374,11,WH046,537,159,6,690,241,Normal,30394.5
INV042892,2025-01-24,1770,39,WH036,996,265,295,966,79,Overstock,35867.58
INV042893,2025-02-10,1719,286,WH007,46,300,48,298,206,Normal,2524.06
INV042894,2025-06-09,1704,92,WH035,579,199,11,767,176,Overstock,31377.97
INV042895,2025-06-22,284,59,WH045,723,181,36,868,275,Normal,30675.12
INV042896,2025-02-11,116,292,WH033,432,39,40,431,203,Normal,6702.05
INV042897,2025-04-19,1668,182,WH026,624,165,35,754,199,Normal,40271.14
INV042898,2025-07-05,57,5,WH032,593,108,282,419,274,Normal,6389.75
INV042899,2025-05-25,643,245,WH012,772,283,171,884,249,Normal,6515.08
INV042900,2025-05-17,1689,139,WH027,286,106,60,332,262,Normal,10620.68
INV042901,2025-12-29,1508,214,WH030,996,336,58,1274,64,Overstock,68732.3
INV042902,2025-10-31,518,106,WH046,450,306,104,652,115,Overstock,31850.2
INV042903,2025-05-17,1077,124,WH040,392,242,186,448,172,Normal,15818.88
INV042904,2025-07-17,1215,293,WH006,666,144,58,752,194,Normal,43270.08
INV042905,2025-04-02,1101,99,WH007,914,116,90,940,281,Normal,52085.4
INV042906,2025-03-23,393,92,WH028,789,243,157,875,54,Overstock,22863.75
INV042907,2025-04-03,1050,262,WH005,692,248,193,747,177,Overstock,3809.7
INV042908,2025-08-21,680,265,WH043,94,270,16,348,96,Normal,12239.16
INV042909,2025-07-20,845,61,WH029,528,342,61,809,129,Overstock,27344.2
INV042910,2025-03-28,2362,123,WH026,295,53,158,190,157,Normal,1953.2
INV042911,2025-10-21,948,264,WH038,752,70,300,522,282,Normal,26893.44
INV042912,2025-11-17,1504,17,WH028,22,364,148,238,265,Low Stock,7706.44
INV042913,2025-10-04,1165,269,WH009,250,40,234,56,69,Low Stock,2831.36
INV042914,2025-12-31,1410,193,WH015,838,321,69,1090,233,Overstock,44929.8
INV042915,2025-10-08,2144,289,WH021,221,91,82,230,149,Normal,8914.8
INV042916,2025-08-09,882,159,WH034,139,86,136,89,89,Normal,2861.35
INV042917,2025-10-05,1362,3,WH039,282,314,220,376,254,Normal,5154.96
INV042918,2025-08-02,62,265,WH039,572,394,33,933,295,Normal,17866.95
INV042919,2025-04-16,2073,4,WH028,512,76,177,411,92,Overstock,11010.69
INV042920,2025-12-26,763,234,WH003,447,394,181,660,99,Overstock,13675.2
INV042921,2025-09-01,1865,270,WH016,493,358,96,755,176,Overstock,25821.0
INV042922,2025-02-10,1409,298,WH011,925,344,15,1254,208,Overstock,37344.12
INV042923,2025-07-25,573,21,WH048,647,117,189,575,64,Overstock,8964.25
INV042924,2025-10-29,1939,148,WH005,791,359,234,916,52,Overstock,5092.96
INV042925,2025-02-16,915,178,WH050,395,131,46,480,158,Normal,13824.0
INV042926,2025-06-29,79,76,WH012,820,147,237,730,164,Overstock,10709.1
INV042927,2025-05-11,363,267,WH048,274,75,16,333,103,Normal,18361.62
INV042928,2025-01-23,1008,186,WH040,753,261,120,894,152,Overstock,44691.06
INV042929,2025-05-11,1506,235,WH025,707,288,222,773,118,Overstock,18196.42
INV042930,2025-03-27,2393,84,WH006,492,29,297,224,247,Low Stock,6599.04
INV042931,2025-06-21,1056,76,WH020,498,71,289,280,292,Low Stock,9814.0
INV042932,2025-03-02,192,238,WH044,878,352,177,1053,205,Overstock,59999.94
INV042933,2025-02-14,711,291,WH036,115,170,143,142,224,Low Stock,2696.58
INV042934,2025-06-28,1532,187,WH021,324,358,252,430,93,Overstock,4515.0
INV042935,2025-12-23,355,153,WH002,347,13,257,103,171,Low Stock,5821.56
INV042936,2025-04-26,1920,148,WH032,767,211,231,747,107,Overstock,20759.13
INV042937,2025-09-14,599,232,WH044,402,144,74,472,67,Overstock,2987.76
INV042938,2025-04-19,577,73,WH021,463,271,275,459,268,Normal,7853.49
INV042939,2025-06-08,518,234,WH002,492,93,269,316,138,Normal,12045.92
INV042940,2025-09-03,1917,224,WH020,780,61,121,720,60,Overstock,6321.6
INV042941,2025-12-24,681,87,WH023,303,89,261,131,115,Normal,7574.42
INV042942,2025-09-03,1699,186,WH003,383,307,122,568,65,Overstock,12155.2
INV042943,2025-01-07,463,264,WH025,962,207,56,1113,164,Overstock,63530.04
INV042944,2025-08-25,1521,198,WH012,958,50,223,785,77,Overstock,15904.1
INV042945,2025-06-12,674,247,WH009,2,228,70,160,246,Low Stock,2024.0
INV042946,2025-11-30,55,20,WH016,92,229,296,25,71,Low Stock,525.25
INV042947,2025-05-14,560,216,WH007,53,284,35,302,264,Normal,3503.2
INV042948,2025-03-01,331,263,WH035,827,63,283,607,278,Normal,7666.41
INV042949,2025-08-28,458,39,WH036,97,197,74,220,165,Normal,3808.2
INV042950,2025-12-01,1914,268,WH034,999,225,23,1201,157,Overstock,71603.62
INV042951,2025-07-16,429,88,WH026,56,380,253,183,106,Normal,9448.29
INV042952,2025-06-23,1612,64,WH024,550,18,283,285,284,Normal,1920.9
INV042953,2025-05-03,1344,188,WH009,643,225,168,700,192,Normal,15904.0
INV042954,2025-07-23,2454,202,WH002,433,217,74,576,125,Overstock,22181.76
INV042955,2025-01-07,2455,67,WH047,501,182,75,608,145,Overstock,25979.84
INV042956,2025-03-14,43,147,WH038,200,259,153,306,239,Normal,1361.7
INV042957,2025-07-28,1492,107,WH038,438,186,62,562,237,Normal,4574.68
INV042958,2025-10-19,218,263,WH019,142,390,134,398,128,Normal,9380.86
INV042959,2025-05-29,2190,146,WH010,480,262,110,632,229,Normal,17354.72
INV042960,2025-02-04,2368,136,WH009,557,292,124,725,64,Overstock,38011.75
INV042961,2025-07-07,621,65,WH034,477,300,192,585,128,Overstock,23113.35
INV042962,2025-05-04,118,258,WH031,466,131,241,356,287,Normal,4496.28
INV042963,2025-04-27,1211,283,WH022,198,141,297,42,164,Low Stock,962.22
INV042964,2025-04-07,107,66,WH036,577,142,75,644,88,Overstock,18843.44
INV042965,2025-12-03,1231,260,WH033,907,290,256,941,216,Overstock,3754.59
INV042966,2025-02-13,1236,230,WH009,259,117,4,372,65,Overstock,6807.6
INV042967,2025-08-29,214,227,WH044,877,110,200,787,223,Normal,16944.11
INV042968,2025-04-02,1405,51,WH044,43,76,32,87,179,Low Stock,255.78
INV042969,2025-07-01,1571,144,WH040,607,100,196,511,68,Overstock,11364.64
INV042970,2025-09-05,1464,185,WH022,554,367,44,877,125,Overstock,14154.78
INV042971,2025-02-01,1621,110,WH007,64,13,71,6,91,Low Stock,265.92
INV042972,2025-04-18,1222,180,WH009,405,231,48,588,213,Normal,21773.64
INV042973,2025-11-11,1740,123,WH008,711,69,78,702,194,Normal,25938.9
INV042974,2025-07-08,1043,73,WH015,205,258,147,316,229,Normal,13556.4
INV042975,2025-02-20,1731,214,WH002,659,328,223,764,196,Normal,3422.72
INV042976,2025-11-04,2358,39,WH011,494,331,22,803,213,Normal,23206.7
INV042977,2025-05-03,2251,37,WH023,634,133,274,493,186,Normal,7345.7
INV042978,2025-03-09,1594,42,WH004,680,129,274,535,165,Normal,18655.45
INV042979,2025-08-31,702,18,WH050,440,152,20,572,255,Normal,5925.92
INV042980,2025-03-13,752,143,WH004,501,72,119,454,108,Overstock,23535.36
INV042981,2025-10-14,707,45,WH016,288,152,268,172,140,Normal,1348.48
INV042982,2025-07-06,971,263,WH044,627,0,69,558,150,Normal,28508.22
INV042983,2025-03-04,1202,268,WH006,543,102,284,361,264,Normal,13988.75
INV042984,2025-07-23,1005,223,WH005,37,304,293,48,95,Low Stock,1796.16
INV042985,2025-09-25,2040,72,WH021,527,25,164,388,97,Normal,9482.72
INV042986,2025-06-27,767,65,WH019,422,154,128,448,257,Normal,10026.24
INV042987,2025-12-18,899,7,WH015,521,122,174,469,150,Normal,2401.28
INV042988,2025-04-22,2294,122,WH044,827,341,289,879,99,Overstock,22177.17
INV042989,2025-06-16,2466,83,WH030,175,204,257,122,264,Low Stock,389.18
INV042990,2025-05-07,1233,135,WH025,595,308,101,802,228,Normal,20835.96
INV042991,2025-10-07,1157,171,WH041,640,205,114,731,134,Overstock,30789.72
INV042992,2025-05-24,2004,210,WH012,596,261,19,838,146,Overstock,37073.12
INV042993,2025-03-15,1485,156,WH032,577,194,28,743,260,Normal,24006.33
INV042994,2025-01-26,14,151,WH035,989,305,110,1184,288,Overstock,28771.2
INV042995,2025-02-18,2216,105,WH017,173,180,120,233,52,Overstock,4664.66
INV042996,2025-03-26,2034,64,WH007,875,99,44,930,85,Overstock,45932.7
INV042997,2025-02-18,1671,275,WH022,815,49,292,572,82,Overstock,31265.52
INV042998,2025-02-26,1051,118,WH030,156,223,122,257,111,Normal,8645.48
INV042999,2025-12-15,2036,244,WH013,328,192,195,325,132,Normal,8898.5
INV043000,2025-09-09,106,189,WH029,728,367,212,883,270,Normal,5342.15
INV043001,2025-12-10,1978,136,WH026,483,303,171,615,180,Normal,23013.3
INV043002,2025-06-16,136,53,WH031,736,207,175,768,76,Overstock,15175.68
INV043003,2025-02-25,1826,137,WH020,842,191,14,1019,236,Overstock,45834.62
INV043004,2025-05-15,659,298,WH014,233,290,0,523,96,Overstock,4827.29
INV043005,2025-05-09,2480,194,WH031,107,324,169,262,231,Normal,12489.54
INV043006,2025-06-17,2303,26,WH009,54,362,21,395,287,Normal,2851.9
INV043007,2025-10-23,1781,241,WH019,814,167,282,699,95,Overstock,10498.98
INV043008,2025-12-29,1115,137,WH004,696,286,166,816,211,Normal,45916.32
INV043009,2025-02-18,2062,30,WH005,933,255,32,1156,285,Overstock,48898.8
INV043010,2025-01-05,1455,201,WH032,603,239,21,821,191,Overstock,38874.35
INV043011,2025-11-05,2209,287,WH042,619,122,31,710,56,Overstock,40675.9
INV043012,2025-05-03,744,23,WH009,828,360,260,928,204,Overstock,45416.32
INV043013,2025-08-08,1783,207,WH006,716,117,286,547,297,Normal,31660.36
INV043014,2025-03-02,246,287,WH047,316,332,152,496,110,Overstock,1403.68
INV043015,2025-11-06,668,140,WH048,798,48,278,568,286,Normal,12836.8
INV043016,2025-06-13,1193,211,WH028,58,145,188,15,206,Low Stock,572.4
INV043017,2025-01-24,2495,16,WH049,431,282,96,617,74,Overstock,16584.96
INV043018,2025-05-28,2098,205,WH022,292,41,132,201,162,Normal,572.85
INV043019,2025-04-20,674,141,WH017,876,144,108,912,181,Overstock,30260.16
INV043020,2025-09-01,2405,259,WH008,822,255,229,848,121,Overstock,7411.52
INV043021,2025-04-16,1055,104,WH032,247,67,57,257,280,Low Stock,12271.75
INV043022,2025-05-12,2201,281,WH035,96,114,195,15,233,Low Stock,775.65
INV043023,2025-08-17,2389,269,WH041,87,236,198,125,103,Normal,2803.75
INV043024,2025-10-03,245,203,WH040,219,179,296,102,230,Low Stock,1927.8
INV043025,2025-01-18,64,187,WH021,642,372,253,761,116,Overstock,20341.53
INV043026,2025-07-04,382,71,WH007,543,380,122,801,108,Overstock,42068.52
INV043027,2025-04-04,1231,205,WH048,198,391,249,340,135,Normal,17275.4
INV043028,2025-09-05,1247,66,WH012,567,59,39,587,269,Normal,3739.19
INV043029,2025-11-30,2450,47,WH014,669,100,143,626,161,Normal,11023.86
INV043030,2025-04-04,2387,205,WH002,424,136,108,452,250,Normal,1030.56
INV043031,2025-12-17,1509,69,WH008,250,170,252,168,268,Low Stock,7318.08
INV043032,2025-02-04,2438,204,WH029,610,372,289,693,202,Normal,34539.12
INV043033,2025-11-24,1635,49,WH029,873,45,193,725,129,Overstock,27158.5
INV043034,2025-10-03,126,294,WH040,102,257,132,227,112,Normal,2113.37
INV043035,2025-04-07,2462,22,WH026,529,259,209,579,199,Normal,15436.14
INV043036,2025-01-02,90,214,WH012,504,286,102,688,257,Normal,11888.64
INV043037,2025-09-13,1267,175,WH001,334,215,103,446,190,Normal,6913.0
INV043038,2025-12-19,1472,11,WH013,824,398,231,991,113,Overstock,38926.48
INV043039,2025-11-21,1781,219,WH046,984,76,60,1000,200,Overstock,48650.0
INV043040,2025-12-01,2008,64,WH045,175,364,80,459,74,Overstock,22183.47
INV043041,2025-02-10,933,236,WH031,88,72,136,24,267,Low Stock,350.64
INV043042,2025-05-10,870,178,WH027,925,343,51,1217,255,Overstock,37471.43
INV043043,2025-03-08,2439,181,WH020,869,281,241,909,61,Overstock,12380.58
INV043044,2025-11-11,2324,215,WH001,525,48,96,477,245,Normal,17434.35
INV043045,2025-06-26,2045,161,WH036,225,251,159,317,173,Normal,14116.01
INV043046,2025-07-26,4,181,WH037,598,268,274,592,51,Overstock,19956.32
INV043047,2025-01-21,2084,200,WH004,774,50,258,566,90,Overstock,31158.3
INV043048,2025-05-21,552,209,WH030,181,99,101,179,211,Low Stock,4936.82
INV043049,2025-06-18,345,31,WH050,184,288,103,369,243,Normal,6114.33
INV043050,2025-04-01,85,263,WH023,203,265,174,294,172,Normal,13056.54
INV043051,2025-09-23,835,281,WH032,767,68,31,804,104,Overstock,21772.32
INV043052,2025-11-14,690,149,WH029,490,301,299,492,151,Normal,17008.44
INV043053,2025-10-24,197,157,WH037,994,90,255,829,294,Normal,25632.68
INV043054,2025-06-02,2322,47,WH034,771,162,83,850,203,Overstock,22270.0
INV043055,2025-08-20,469,64,WH038,515,23,112,426,68,Overstock,19178.52
INV043056,2025-04-17,851,4,WH012,772,174,144,802,263,Normal,24003.86
INV043057,2025-03-30,15,279,WH037,558,219,130,647,186,Normal,38528.85
INV043058,2025-03-12,1195,120,WH015,70,50,55,65,149,Low Stock,267.15
INV043059,2025-10-16,2411,194,WH021,935,203,146,992,274,Normal,15534.72
INV043060,2025-04-29,2461,63,WH013,51,40,70,21,152,Low Stock,1180.41
INV043061,2025-12-17,481,46,WH026,952,177,219,910,229,Normal,41960.1
INV043062,2025-06-26,473,179,WH029,464,222,242,444,205,Normal,8058.6
INV043063,2025-01-02,2151,99,WH044,950,392,11,1331,137,Overstock,7586.7
INV043064,2025-01-27,2045,158,WH023,294,99,297,96,96,Normal,5127.36
INV043065,2025-09-08,1237,183,WH030,869,307,75,1101,120,Overstock,62481.75
INV043066,2025-04-29,1854,23,WH031,526,11,227,310,252,Normal,15379.1
INV043067,2025-11-05,156,184,WH003,521,127,241,407,73,Overstock,7334.14
INV043068,2025-02-05,981,80,WH017,896,322,40,1178,252,Overstock,59465.44
INV043069,2025-07-05,1361,96,WH031,447,140,94,493,138,Normal,20494.01
INV043070,2025-06-14,2440,294,WH022,908,85,81,912,281,Normal,43438.56
INV043071,2025-02-25,352,254,WH015,159,243,238,164,160,Normal,8446.0
INV043072,2025-11-25,1793,248,WH010,561,101,115,547,158,Normal,17400.07
INV043073,2025-07-03,655,32,WH018,998,335,272,1061,148,Overstock,57039.36
INV043074,2025-08-13,32,266,WH018,23,161,55,129,299,Low Stock,4989.72
INV043075,2025-03-11,1132,114,WH011,246,317,243,320,151,Normal,16755.2
INV043076,2025-07-02,2367,7,WH018,6,186,15,177,152,Normal,7848.18
INV043077,2025-04-15,1448,85,WH018,618,156,149,625,281,Normal,20612.5
INV043078,2025-01-23,2426,43,WH027,869,202,15,1056,79,Overstock,18564.48
INV043079,2025-09-26,2388,257,WH005,844,261,281,824,155,Overstock,27365.04
INV043080,2025-12-05,1856,194,WH025,705,383,197,891,277,Normal,9783.18
INV043081,2025-03-15,2154,260,WH032,216,391,45,562,198,Normal,29280.2
INV043082,2025-10-10,179,173,WH007,341,107,35,413,114,Normal,14492.17
INV043083,2025-07-11,545,239,WH029,315,357,174,498,117,Overstock,10517.76
INV043084,2025-01-17,15,236,WH017,794,271,5,1060,289,Normal,3487.4
INV043085,2025-08-28,1675,269,WH008,384,29,296,117,146,Low Stock,5484.96
INV043086,2025-05-16,306,59,WH008,767,145,224,688,127,Overstock,32920.8
INV043087,2025-07-24,1836,284,WH004,200,153,78,275,108,Normal,6129.75
INV043088,2025-12-17,2240,46,WH009,706,338,198,846,254,Normal,48399.66
INV043089,2025-06-26,243,244,WH001,248,6,143,111,269,Low Stock,3699.63
INV043090,2025-04-27,1377,236,WH005,880,99,61,918,111,Overstock,34691.22
INV043091,2025-06-24,1007,49,WH028,833,132,99,866,60,Overstock,41308.2
INV043092,2025-12-01,2143,263,WH035,235,368,257,346,276,Normal,17836.3
INV043093,2025-02-10,1491,241,WH024,918,301,285,934,76,Overstock,43776.58
INV043094,2025-01-07,2089,96,WH030,924,154,142,936,208,Overstock,43514.64
INV043095,2025-10-05,916,78,WH014,486,279,219,546,218,Normal,8604.96
INV043096,2025-09-28,2347,141,WH024,8,311,293,26,113,Low Stock,447.98
INV043097,2025-08-19,5,167,WH003,99,359,92,366,186,Normal,3989.4
INV043098,2025-12-01,219,293,WH020,9,34,43,0,220,Out of Stock,0.0
INV043099,2025-10-05,1304,142,WH026,464,67,72,459,115,Normal,8872.47
INV043100,2025-05-12,324,261,WH045,862,85,171,776,86,Overstock,23528.32
INV043101,2025-06-20,882,288,WH031,122,37,129,30,211,Low Stock,1626.3
INV043102,2025-03-05,1503,155,WH023,979,249,214,1014,186,Overstock,38035.14
INV043103,2025-12-08,70,206,WH038,215,281,46,450,163,Normal,19516.5
INV043104,2025-06-10,1521,138,WH033,753,225,156,822,171,Overstock,39151.86
INV043105,2025-03-17,1228,257,WH005,724,2,178,548,57,Overstock,4789.52
INV043106,2025-08-09,1980,88,WH038,712,29,42,699,109,Overstock,10471.02
INV043107,2025-11-21,1975,263,WH035,745,123,298,570,239,Normal,13149.9
INV043108,2025-08-19,1593,227,WH015,658,360,171,847,55,Overstock,5471.62
INV043109,2025-12-09,2141,92,WH006,324,83,9,398,90,Overstock,13878.26
INV043110,2025-02-22,2469,138,WH042,963,94,83,974,185,Overstock,44005.32
INV043111,2025-06-12,554,106,WH040,796,369,79,1086,284,Normal,63357.24
INV043112,2025-05-30,1425,228,WH020,202,22,21,203,199,Normal,10097.22
INV043113,2025-04-05,2170,205,WH030,506,259,189,576,195,Normal,5230.08
