ShipmentID,OrderID,ProductID,SupplierID,WarehouseID,StoreID,ShipmentDate,ExpectedDelivery,ActualDelivery,Quantity,Carrier,ShippingCost,TransitDays,DelayDays,Status
SHP085967,15043,958,320,WH020,113,2025-10-02,2025-10-06,2025-10-06,6,Regional Carrier,184.69,4,0,Delivered
SHP085968,21113,1920,395,WH013,298,2025-11-29,2025-12-03,2025-12-10,219,USPS,1147.49,11,7,Delayed
SHP085969,2736,1839,285,WH021,141,2025-02-28,2025-03-03,2025-03-03,180,Regional Carrier,164.44,3,0,Delivered
SHP085970,22179,436,118,WH015,213,2025-01-13,2025-01-18,2025-01-18,143,FedEx,256.76,5,0,Delivered
SHP085971,12898,1656,38,WH032,168,2025-02-07,2025-02-13,2025-02-13,118,Regional Carrier,109.66,6,0,Delivered
SHP085972,52217,412,178,WH038,75,2025-01-06,2025-01-10,2025-01-13,88,UPS,396.09,7,3,Delayed
SHP085973,10702,656,397,WH041,7,2025-05-27,2025-05-30,2025-06-01,170,Regional Carrier,930.64,5,2,Delayed
SHP085974,78111,841,365,WH049,95,2025-09-27,2025-09-30,2025-10-01,209,USPS,62.62,4,1,Delayed
SHP085975,59517,2087,212,WH008,136,2025-02-21,2025-02-27,2025-02-27,108,UPS,830.49,6,0,Delivered
SHP085976,9732,1342,340,WH033,216,2025-12-22,2025-12-29,2025-12-31,73,UPS,1485.42,9,2,Delayed
SHP085977,51187,918,283,WH022,246,2025-01-26,2025-01-31,2025-02-01,208,DHL,399.91,6,1,Delayed
SHP085978,77569,1328,77,WH021,110,2025-05-08,2025-05-10,2025-05-10,229,DHL,621.18,2,0,Delivered
SHP085979,43917,2392,406,WH017,143,2025-09-27,2025-10-03,2025-10-03,11,DHL,1206.17,6,0,Delivered
SHP085980,64199,648,113,WH023,79,2025-06-26,2025-06-28,2025-06-29,208,USPS,132.26,3,1,Delayed
SHP085981,89312,2026,255,WH022,36,2025-12-27,2025-12-31,2026-01-01,194,DHL,1426.4,5,1,Delayed
SHP085982,39348,1422,418,WH004,256,2025-04-21,2025-04-28,2025-05-01,184,USPS,294.39,10,3,Delayed
SHP085983,11485,1171,52,WH012,55,2025-12-01,2025-12-04,2025-12-04,214,Regional Carrier,1316.93,3,0,Delivered
SHP085984,34706,853,135,WH038,103,2025-01-09,2025-01-15,2025-01-15,242,Regional Carrier,446.72,6,0,Delivered
SHP085985,12146,834,95,WH027,74,2025-05-12,2025-05-15,2025-05-15,12,FedEx,132.47,3,0,Delivered
SHP085986,15386,1035,187,WH023,178,2025-05-26,2025-06-01,2025-06-01,6,USPS,944.78,6,0,Delivered
SHP085987,82752,1232,370,WH049,29,2025-10-11,2025-10-17,2025-10-18,17,FedEx,555.69,7,1,Delayed
SHP085988,89257,1660,117,WH037,126,2025-02-23,2025-03-01,2025-03-01,56,FedEx,89.59,6,0,Delivered
SHP085989,97504,952,437,WH041,252,2025-07-13,2025-07-20,2025-07-27,3,FedEx,136.78,14,7,Delayed
SHP085990,54584,1144,494,WH044,233,2025-02-25,2025-02-27,2025-02-28,17,Regional Carrier,315.5,3,1,Delayed
SHP085991,74219,2459,485,WH021,148,2025-04-05,2025-04-11,2025-04-11,10,FedEx,352.04,6,0,Delivered
SHP085992,82556,1963,260,WH049,182,2025-03-28,2025-04-03,2025-04-06,77,UPS,229.58,9,3,Delayed
SHP085993,9968,622,48,WH041,153,2025-02-12,2025-02-15,2025-02-15,180,Regional Carrier,1218.24,3,0,Delivered
SHP085994,73756,1181,452,WH005,245,2025-09-16,2025-09-21,2025-09-25,236,UPS,1459.32,9,4,Delayed
SHP085995,55745,1755,322,WH014,221,2025-05-07,2025-05-13,2025-05-13,6,USPS,434.35,6,0,Delivered
SHP085996,46451,726,202,WH004,36,2025-08-19,2025-08-26,2025-08-26,99,UPS,486.4,7,0,Delivered
SHP085997,14092,2412,107,WH031,138,2025-11-28,2025-12-02,2025-12-04,120,USPS,1180.43,6,2,Delayed
SHP085998,93918,1736,311,WH016,129,2025-04-26,2025-04-28,2025-04-28,211,DHL,188.22,2,0,Delivered
SHP085999,83305,42,246,WH011,153,2025-12-17,2025-12-20,2025-12-20,154,UPS,290.74,3,0,Delivered
SHP086000,81438,2326,420,WH017,202,2025-10-21,2025-10-26,,63,FedEx,1495.78,3,0,In Transit
SHP086001,51354,60,136,WH008,113,2025-08-13,2025-08-15,2025-08-16,32,FedEx,633.01,3,1,Delayed
SHP086002,9711,1834,64,WH035,179,2025-06-16,2025-06-23,2025-06-23,209,UPS,328.52,7,0,Delivered
SHP086003,97409,1118,224,WH044,247,2025-12-21,2025-12-23,2025-12-23,246,DHL,368.23,2,0,Delivered
SHP086004,7323,421,500,WH017,204,2025-03-01,2025-03-06,2025-03-06,197,USPS,1394.91,5,0,Delivered
SHP086005,67548,677,208,WH023,162,2025-08-01,2025-08-05,2025-08-05,191,UPS,981.32,4,0,Delivered
SHP086006,8741,2446,239,WH009,25,2025-10-07,2025-10-11,2025-10-11,91,FedEx,1311.65,4,0,Delivered
SHP086007,63611,1224,468,WH040,148,2025-11-15,2025-11-20,2025-11-21,224,UPS,165.83,6,1,Delayed
SHP086008,249,2478,428,WH020,136,2025-10-16,2025-10-19,,156,DHL,503.7,1,3,In Transit
SHP086009,93270,2107,453,WH022,2,2025-09-06,2025-09-10,,203,FedEx,490.62,6,0,In Transit
SHP086010,11267,2107,130,WH044,34,2025-09-24,2025-09-30,,154,FedEx,934.54,5,0,In Transit
SHP086011,4478,2073,58,WH012,53,2025-07-14,2025-07-18,2025-07-19,243,USPS,1299.29,5,1,Delayed
SHP086012,34074,775,162,WH028,218,2025-01-05,2025-01-09,2025-01-09,38,FedEx,606.06,4,0,Delivered
SHP086013,32552,260,238,WH046,141,2025-09-27,2025-09-30,2025-09-30,139,UPS,501.85,3,0,Delivered
SHP086014,35318,149,464,WH019,233,2025-07-08,2025-07-11,2025-07-11,198,DHL,1315.44,3,0,Delivered
SHP086015,66204,1598,334,WH017,234,2025-09-12,2025-09-14,2025-09-14,103,FedEx,206.95,2,0,Delivered
SHP086016,72027,1074,89,WH039,99,2025-05-18,2025-05-23,2025-05-26,146,Regional Carrier,1082.22,8,3,Delayed
SHP086017,40636,564,234,WH001,55,2025-08-25,2025-08-29,2025-08-29,211,FedEx,629.99,4,0,Delivered
SHP086018,37585,2257,281,WH025,202,2025-05-24,2025-05-27,2025-05-27,160,USPS,470.88,3,0,Delivered
SHP086019,5560,1688,282,WH013,175,2025-07-08,2025-07-13,2025-07-13,240,USPS,214.54,5,0,Delivered
SHP086020,42049,1433,38,WH039,275,2025-08-17,2025-08-24,2025-08-29,63,FedEx,134.36,12,5,Delayed
SHP086021,10634,1864,497,WH005,38,2025-04-15,2025-04-19,2025-04-20,145,UPS,556.49,5,1,Delayed
SHP086022,60933,1762,3,WH050,2,2025-07-16,2025-07-20,2025-07-20,10,FedEx,945.52,4,0,Delivered
SHP086023,53011,835,286,WH049,33,2025-10-18,2025-10-22,2025-10-22,112,DHL,1298.74,4,0,Delivered
SHP086024,11962,309,239,WH038,249,2025-07-21,2025-07-24,2025-07-28,14,UPS,1418.6,7,4,Delayed
SHP086025,61238,250,37,WH030,94,2025-12-18,2025-12-24,2025-12-24,64,DHL,452.29,6,0,Delivered
SHP086026,84692,1976,72,WH048,47,2025-10-29,2025-10-31,2025-11-01,18,FedEx,570.68,3,1,Delayed
SHP086027,30523,2191,76,WH021,58,2025-08-05,2025-08-12,2025-08-13,187,FedEx,1187.91,8,1,Delayed
SHP086028,1048,1742,16,WH015,286,2025-07-28,2025-08-03,2025-08-03,90,DHL,481.06,6,0,Delivered
SHP086029,41944,884,105,WH010,169,2025-07-01,2025-07-07,2025-07-11,131,UPS,1095.86,10,4,Delayed
SHP086030,27084,1583,389,WH039,217,2025-10-29,2025-11-02,2025-11-07,37,UPS,1387.14,9,5,Delayed
SHP086031,38372,1765,205,WH015,181,2025-10-05,2025-10-09,2025-10-09,216,UPS,374.72,4,0,Delivered
SHP086032,17871,37,260,WH032,214,2025-09-15,2025-09-17,2025-09-18,63,FedEx,1020.01,3,1,Delayed
SHP086033,66533,1219,319,WH047,38,2025-05-26,2025-06-01,2025-06-01,133,USPS,632.62,6,0,Delivered
SHP086034,72916,2364,220,WH026,147,2025-04-30,2025-05-06,2025-05-06,222,USPS,1312.04,6,0,Delivered
SHP086035,95818,817,257,WH015,270,2025-08-25,2025-09-01,2025-09-04,190,UPS,304.76,10,3,Delayed
SHP086036,83927,443,345,WH009,82,2025-10-14,2025-10-20,2025-10-22,190,Regional Carrier,237.25,8,2,Delayed
SHP086037,18911,1343,31,WH022,63,2025-06-04,2025-06-08,2025-06-13,127,FedEx,884.18,9,5,Delayed
SHP086038,90995,1200,454,WH004,268,2025-01-24,2025-01-30,2025-02-02,139,USPS,143.48,9,3,Delayed
SHP086039,68147,478,172,WH007,35,2025-11-02,2025-11-09,2025-11-19,68,DHL,663.4,17,10,Delayed
SHP086040,42648,1612,380,WH034,218,2025-03-03,2025-03-09,2025-03-09,94,USPS,1467.97,6,0,Delivered
SHP086041,4869,2180,142,WH022,228,2025-11-18,2025-11-25,2025-11-28,52,USPS,379.17,10,3,Delayed
SHP086042,78597,1534,18,WH029,170,2025-07-31,2025-08-06,2025-08-07,95,UPS,1239.29,7,1,Delayed
SHP086043,92548,844,3,WH050,281,2025-09-04,2025-09-10,,193,FedEx,324.69,8,0,In Transit
SHP086044,51353,473,235,WH046,133,2025-01-07,2025-01-11,2025-01-11,5,DHL,61.44,4,0,Delivered
SHP086045,92663,97,385,WH024,172,2025-09-27,2025-09-29,2025-09-29,35,FedEx,1298.06,2,0,Delivered
SHP086046,83863,1319,52,WH016,220,2025-06-05,2025-06-07,2025-06-10,50,UPS,58.41,5,3,Delayed
SHP086047,15558,845,78,WH013,2,2025-03-23,2025-03-28,2025-03-29,73,DHL,1092.75,6,1,Delayed
SHP086048,30186,284,240,WH024,164,2025-09-14,2025-09-16,2025-09-16,148,UPS,54.89,2,0,Delivered
SHP086049,26705,997,237,WH027,257,2025-12-12,2025-12-14,2025-12-14,17,DHL,1302.67,2,0,Delivered
SHP086050,33780,458,431,WH037,236,2025-12-13,2025-12-15,2025-12-15,69,DHL,861.55,2,0,Delivered
SHP086051,49181,104,427,WH025,139,2025-09-06,2025-09-09,2025-09-16,113,FedEx,114.24,10,7,Delayed
SHP086052,90826,974,235,WH025,244,2025-06-01,2025-06-04,2025-06-14,197,UPS,1099.43,13,10,Delayed
SHP086053,34410,1185,342,WH044,227,2025-12-19,2025-12-26,,105,Regional Carrier,170.35,9,1,In Transit
SHP086054,30341,1026,324,WH020,256,2025-03-26,2025-03-31,2025-03-31,146,USPS,308.9,5,0,Delivered
SHP086055,18143,562,268,WH021,67,2025-11-12,2025-11-19,2025-11-19,125,UPS,329.87,7,0,Delivered
SHP086056,69879,273,414,WH010,256,2025-01-20,2025-01-23,,101,Regional Carrier,1328.99,8,0,In Transit
SHP086057,55817,1577,249,WH019,163,2025-07-13,2025-07-15,2025-07-15,113,USPS,953.57,2,0,Delivered
SHP086058,69207,1888,95,WH008,116,2025-12-02,2025-12-09,2025-12-16,94,UPS,677.59,14,7,Delayed
SHP086059,47595,2057,271,WH021,187,2025-04-13,2025-04-19,2025-04-19,75,UPS,743.38,6,0,Delivered
SHP086060,4730,1939,264,WH029,169,2025-02-14,2025-02-17,2025-02-17,144,Regional Carrier,1476.01,3,0,Delivered
SHP086061,21320,647,198,WH020,274,2025-04-23,2025-04-27,2025-04-28,119,UPS,142.78,5,1,Delayed
SHP086062,44084,1260,485,WH036,196,2025-03-21,2025-03-28,2025-03-28,207,USPS,572.98,7,0,Delivered
SHP086063,6421,1684,347,WH036,118,2025-04-02,2025-04-09,2025-04-12,200,USPS,1088.22,10,3,Delayed
SHP086064,63130,2445,378,WH008,178,2025-05-23,2025-05-29,2025-05-29,179,UPS,1444.66,6,0,Delivered
SHP086065,42591,1320,491,WH037,253,2025-12-10,2025-12-14,2025-12-14,174,USPS,735.08,4,0,Delivered
SHP086066,85513,183,385,WH033,268,2025-02-04,2025-02-06,2025-02-06,172,USPS,678.85,2,0,Delivered
SHP086067,91597,1597,464,WH028,46,2025-07-29,2025-08-04,2025-08-05,89,USPS,365.63,7,1,Delayed
SHP086068,8806,2325,270,WH045,267,2025-10-30,2025-11-04,2025-11-04,102,USPS,1348.78,5,0,Delivered
SHP086069,72410,2321,391,WH037,217,2025-10-14,2025-10-21,2025-10-21,44,DHL,301.56,7,0,Delivered
SHP086070,53776,2399,361,WH022,242,2025-09-01,2025-09-05,2025-09-05,234,USPS,1441.72,4,0,Delivered
SHP086071,79954,591,390,WH015,255,2025-12-13,2025-12-17,2025-12-27,220,UPS,1323.11,14,10,Delayed
SHP086072,43388,1960,289,WH002,11,2025-01-19,2025-01-26,2025-01-26,28,UPS,309.03,7,0,Delivered
SHP086073,21729,86,160,WH028,15,2025-05-16,2025-05-18,2025-05-21,218,Regional Carrier,1029.44,5,3,Delayed
SHP086074,29006,176,459,WH029,60,2025-03-21,2025-03-27,2025-03-31,17,UPS,146.94,10,4,Delayed
SHP086075,11199,483,408,WH010,111,2025-04-13,2025-04-16,2025-04-19,155,DHL,901.3,6,3,Delayed
SHP086076,20667,1013,333,WH037,236,2025-10-08,2025-10-12,2025-10-12,233,DHL,1417.93,4,0,Delivered
SHP086077,65491,1928,481,WH011,274,2025-05-01,2025-05-03,2025-05-03,44,UPS,92.96,2,0,Delivered
SHP086078,76804,931,102,WH032,280,2025-11-26,2025-11-29,2025-11-29,193,UPS,263.63,3,0,Delivered
SHP086079,50466,1667,228,WH005,259,2025-09-12,2025-09-17,2025-09-19,103,Regional Carrier,367.14,7,2,Delayed
SHP086080,65085,1171,196,WH011,170,2025-04-16,2025-04-19,2025-04-24,167,UPS,1110.81,8,5,Delayed
SHP086081,7014,1620,369,WH017,260,2025-04-07,2025-04-13,2025-04-20,78,Regional Carrier,940.94,13,7,Delayed
SHP086082,13320,1729,317,WH019,266,2025-11-25,2025-11-27,,243,UPS,71.34,3,0,In Transit
SHP086083,51926,1345,475,WH026,256,2025-09-13,2025-09-17,2025-09-17,227,UPS,423.71,4,0,Delivered
SHP086084,78373,1483,3,WH008,90,2025-09-02,2025-09-08,2025-09-10,187,FedEx,1263.04,8,2,Delayed
SHP086085,29205,1565,74,WH025,150,2025-01-05,2025-01-11,2025-01-11,70,FedEx,960.56,6,0,Delivered
SHP086086,60235,648,429,WH040,233,2025-01-14,2025-01-20,2025-01-20,243,UPS,197.58,6,0,Delivered
SHP086087,13742,1631,454,WH049,125,2025-10-30,2025-11-03,2025-11-06,152,Regional Carrier,476.16,7,3,Delayed
SHP086088,61738,1007,48,WH045,112,2025-04-12,2025-04-19,2025-04-19,206,Regional Carrier,1051.12,7,0,Delivered
SHP086089,60965,1771,408,WH002,168,2025-11-27,2025-12-03,2025-12-03,26,DHL,605.41,6,0,Delivered
SHP086090,82338,2304,237,WH031,62,2025-12-06,2025-12-11,2025-12-11,150,USPS,1088.28,5,0,Delivered
SHP086091,9577,1854,145,WH032,6,2025-01-26,2025-01-31,2025-02-07,197,DHL,846.69,12,7,Delayed
SHP086092,99150,464,150,WH031,69,2025-11-08,2025-11-13,,114,DHL,1315.25,4,1,In Transit
SHP086093,65616,1266,488,WH018,185,2025-05-17,2025-05-20,2025-05-20,115,DHL,180.35,3,0,Delivered
SHP086094,27871,1382,404,WH034,65,2025-07-20,2025-07-26,2025-07-26,240,FedEx,472.79,6,0,Delivered
SHP086095,37582,419,379,WH050,98,2025-09-07,2025-09-14,2025-09-14,94,Regional Carrier,1091.73,7,0,Delivered
SHP086096,41394,1837,432,WH035,96,2025-06-27,2025-06-29,2025-06-29,31,Regional Carrier,71.66,2,0,Delivered
SHP086097,71482,1878,328,WH028,298,2025-12-15,2025-12-20,2025-12-20,100,Regional Carrier,1006.99,5,0,Delivered
SHP086098,45158,1865,13,WH026,56,2025-06-21,2025-06-25,2025-06-25,229,UPS,1346.25,4,0,Delivered
SHP086099,46313,2204,225,WH002,59,2025-11-06,2025-11-13,2025-11-20,238,UPS,345.63,14,7,Delayed
SHP086100,20975,1887,106,WH038,271,2025-03-29,2025-04-03,2025-04-03,160,Regional Carrier,634.86,5,0,Delivered
SHP086101,56630,2494,95,WH049,84,2025-10-11,2025-10-17,2025-10-20,190,FedEx,1109.75,9,3,Delayed
SHP086102,14488,1172,372,WH012,269,2025-06-01,2025-06-03,2025-06-03,210,FedEx,174.57,2,0,Delivered
SHP086103,19414,276,215,WH013,106,2025-02-04,2025-02-11,2025-02-13,198,DHL,893.17,9,2,Delayed
SHP086104,28795,976,488,WH026,267,2025-01-13,2025-01-15,2025-01-16,27,UPS,259.2,3,1,Delayed
SHP086105,89170,138,402,WH047,183,2025-09-30,2025-10-02,2025-10-02,79,Regional Carrier,697.38,2,0,Delivered
SHP086106,54340,1862,382,WH043,24,2025-10-06,2025-10-12,2025-10-22,20,DHL,169.9,16,10,Delayed
SHP086107,33504,2099,343,WH007,67,2025-01-11,2025-01-18,2025-01-18,131,DHL,1333.26,7,0,Delivered
SHP086108,13806,19,162,WH002,292,2025-08-12,2025-08-19,2025-08-20,101,FedEx,347.55,8,1,Delayed
SHP086109,35480,555,234,WH034,5,2025-10-01,2025-10-05,2025-10-05,177,USPS,1212.84,4,0,Delivered
SHP086110,65500,534,23,WH032,103,2025-03-23,2025-03-25,2025-03-27,171,USPS,965.79,4,2,Delayed
SHP086111,87308,650,242,WH049,190,2025-12-09,2025-12-14,2025-12-14,139,FedEx,324.44,5,0,Delivered
SHP086112,65368,1235,463,WH040,54,2025-07-24,2025-07-29,,60,FedEx,220.92,5,1,In Transit
SHP086113,45589,1555,208,WH002,253,2025-12-27,2025-12-29,2026-01-01,193,DHL,902.62,5,3,Delayed
SHP086114,93217,146,326,WH007,131,2025-07-19,2025-07-21,2025-07-25,214,Regional Carrier,1467.29,6,4,Delayed
SHP086115,15102,813,305,WH018,261,2025-10-12,2025-10-19,2025-10-20,214,FedEx,500.33,8,1,Delayed
SHP086116,59217,261,267,WH008,144,2025-02-28,2025-03-06,2025-03-06,148,USPS,141.28,6,0,Delivered
SHP086117,50302,666,238,WH005,160,2025-05-28,2025-05-31,2025-05-31,126,UPS,387.18,3,0,Delivered
SHP086118,71677,1026,319,WH035,213,2025-09-27,2025-10-01,2025-10-11,201,UPS,456.4,14,10,Delayed
SHP086119,23000,2346,325,WH003,24,2025-07-31,2025-08-06,2025-08-06,211,FedEx,1094.5,6,0,Delivered
SHP086120,98480,1193,233,WH043,47,2025-12-13,2025-12-15,2025-12-19,191,USPS,1343.33,6,4,Delayed
SHP086121,22362,2095,487,WH013,280,2025-09-05,2025-09-12,2025-09-12,61,DHL,262.85,7,0,Delivered
SHP086122,18696,1951,382,WH022,200,2025-12-31,2026-01-04,2026-01-04,202,USPS,79.44,4,0,Delivered
SHP086123,16717,110,436,WH028,49,2025-02-15,2025-02-19,2025-02-20,124,DHL,929.01,5,1,Delayed
SHP086124,22605,1811,331,WH006,31,2025-06-17,2025-06-24,2025-06-24,7,UPS,236.23,7,0,Delivered
SHP086125,930,466,418,WH044,14,2025-11-21,2025-11-23,2025-11-23,160,UPS,866.64,2,0,Delivered
SHP086126,95792,1938,209,WH019,131,2025-06-25,2025-07-02,2025-07-02,215,UPS,279.14,7,0,Delivered
SHP086127,70758,1034,57,WH002,42,2025-11-12,2025-11-19,2025-11-20,216,USPS,902.93,8,1,Delayed
SHP086128,57115,1913,441,WH015,161,2025-06-29,2025-07-03,2025-07-07,43,DHL,1031.53,8,4,Delayed
SHP086129,27841,272,429,WH030,168,2025-12-06,2025-12-10,2025-12-10,228,UPS,726.72,4,0,Delivered
SHP086130,72446,1625,368,WH006,184,2025-01-11,2025-01-14,2025-01-14,152,UPS,853.48,3,0,Delivered
SHP086131,57305,2105,449,WH039,173,2025-07-17,2025-07-24,2025-07-24,97,FedEx,1123.91,7,0,Delivered
SHP086132,90561,1330,389,WH009,255,2025-10-29,2025-11-03,2025-11-03,75,FedEx,730.64,5,0,Delivered
SHP086133,3854,230,108,WH049,213,2025-10-02,2025-10-05,2025-10-05,170,DHL,491.74,3,0,Delivered
SHP086134,43629,1319,60,WH024,142,2025-01-17,2025-01-21,,175,UPS,1231.05,8,0,In Transit
SHP086135,15469,688,366,WH030,172,2025-10-14,2025-10-18,2025-10-22,147,USPS,1469.12,8,4,Delayed
SHP086136,83207,2466,362,WH016,24,2025-08-08,2025-08-10,2025-08-12,62,Regional Carrier,1145.92,4,2,Delayed
SHP086137,33727,839,423,WH001,58,2025-12-22,2025-12-26,,29,USPS,974.91,8,0,In Transit
SHP086138,32922,92,430,WH036,237,2025-06-03,2025-06-08,,101,DHL,109.54,6,2,In Transit
SHP086139,84229,65,295,WH024,294,2025-06-17,2025-06-20,2025-06-21,200,Regional Carrier,1021.39,4,1,Delayed
SHP086140,40981,2243,212,WH001,296,2025-09-24,2025-09-26,2025-09-30,233,USPS,1057.02,6,4,Delayed
SHP086141,97406,1118,31,WH043,42,2025-10-22,2025-10-29,2025-10-29,182,FedEx,1108.81,7,0,Delivered
SHP086142,81535,27,65,WH045,44,2025-02-21,2025-02-23,2025-02-23,203,Regional Carrier,545.84,2,0,Delivered
SHP086143,41575,1889,362,WH050,85,2025-04-17,2025-04-24,2025-04-25,6,UPS,913.56,8,1,Delayed
SHP086144,49005,2437,130,WH003,10,2025-07-16,2025-07-20,2025-07-20,108,Regional Carrier,286.5,4,0,Delivered
SHP086145,94959,1423,52,WH003,284,2025-03-22,2025-03-29,2025-03-29,203,UPS,579.52,7,0,Delivered
SHP086146,61157,1555,20,WH045,109,2025-03-07,2025-03-14,2025-03-14,213,USPS,74.15,7,0,Delivered
SHP086147,92504,1702,159,WH011,283,2025-10-18,2025-10-22,2025-10-22,203,UPS,580.64,4,0,Delivered
SHP086148,25335,1724,333,WH047,23,2025-05-29,2025-06-01,2025-06-01,45,FedEx,190.6,3,0,Delivered
SHP086149,88524,2024,500,WH020,135,2025-05-21,2025-05-23,2025-05-23,26,USPS,1148.27,2,0,Delivered
SHP086150,71485,226,174,WH030,76,2025-04-20,2025-04-26,,15,Regional Carrier,769.05,6,2,In Transit
SHP086151,32797,2279,363,WH046,151,2025-07-20,2025-07-22,,238,FedEx,794.8,9,2,In Transit
SHP086152,43939,1199,493,WH023,137,2025-12-23,2025-12-30,2025-12-30,148,UPS,402.0,7,0,Delivered
SHP086153,44974,1309,103,WH006,213,2025-03-28,2025-03-31,2025-03-31,59,UPS,1292.67,3,0,Delivered
SHP086154,65278,983,194,WH045,87,2025-05-10,2025-05-15,2025-05-20,75,Regional Carrier,66.45,10,5,Delayed
SHP086155,98625,530,413,WH033,128,2025-02-09,2025-02-16,2025-02-16,226,DHL,1485.25,7,0,Delivered
SHP086156,20477,1380,457,WH014,199,2025-02-10,2025-02-17,2025-02-18,68,UPS,682.36,8,1,Delayed
SHP086157,4057,2350,59,WH046,126,2025-04-28,2025-05-03,2025-05-03,6,DHL,537.0,5,0,Delivered
SHP086158,11342,2225,281,WH008,296,2025-02-06,2025-02-12,2025-02-12,1,UPS,1182.26,6,0,Delivered
SHP086159,33925,2347,413,WH026,44,2025-08-04,2025-08-08,2025-08-13,125,USPS,1473.39,9,5,Delayed
SHP086160,93360,973,345,WH047,186,2025-09-03,2025-09-06,,74,Regional Carrier,1419.3,2,0,In Transit
SHP086161,71703,709,54,WH030,234,2025-08-16,2025-08-21,2025-08-21,228,USPS,680.62,5,0,Delivered
SHP086162,81591,2156,340,WH019,259,2025-06-10,2025-06-16,2025-06-16,115,USPS,625.27,6,0,Delivered
SHP086163,57525,1676,285,WH036,112,2025-03-03,2025-03-09,2025-03-09,63,Regional Carrier,836.54,6,0,Delivered
SHP086164,6898,1611,4,WH044,2,2025-08-24,2025-08-31,2025-09-04,150,UPS,183.85,11,4,Delayed
SHP086165,22459,1144,437,WH025,91,2025-09-22,2025-09-26,,124,DHL,513.87,5,0,In Transit
SHP086166,73937,1198,349,WH019,78,2025-02-01,2025-02-08,2025-02-12,81,USPS,1264.18,11,4,Delayed
SHP086167,33554,1376,235,WH018,275,2025-12-14,2025-12-21,2025-12-31,24,UPS,448.14,17,10,Delayed
SHP086168,20194,1581,292,WH004,102,2025-04-25,2025-04-29,2025-05-01,25,FedEx,475.34,6,2,Delayed
SHP086169,38450,548,150,WH024,45,2025-05-20,2025-05-25,2025-05-25,135,DHL,690.07,5,0,Delivered
SHP086170,51864,385,276,WH009,90,2025-07-19,2025-07-24,2025-07-25,100,DHL,454.04,6,1,Delayed
SHP086171,61118,818,316,WH018,292,2025-08-21,2025-08-28,2025-08-28,118,Regional Carrier,967.85,7,0,Delivered
SHP086172,47185,346,470,WH028,91,2025-05-06,2025-05-09,2025-05-09,153,UPS,833.53,3,0,Delivered
SHP086173,59999,728,188,WH027,43,2025-10-02,2025-10-04,2025-10-06,143,Regional Carrier,745.7,4,2,Delayed
SHP086174,96017,1615,36,WH021,190,2025-10-24,2025-10-31,2025-10-31,39,UPS,228.4,7,0,Delivered
SHP086175,27880,2277,48,WH007,253,2025-09-21,2025-09-23,2025-09-27,184,USPS,1363.52,6,4,Delayed
SHP086176,68973,202,350,WH029,114,2025-11-10,2025-11-14,2025-11-16,217,USPS,1172.4,6,2,Delayed
SHP086177,12329,487,125,WH034,25,2025-12-23,2025-12-29,2025-12-31,211,DHL,172.86,8,2,Delayed
SHP086178,35777,1957,299,WH022,239,2025-12-22,2025-12-24,2025-12-24,135,USPS,733.88,2,0,Delivered
SHP086179,99780,1831,308,WH043,238,2025-05-16,2025-05-21,2025-05-23,209,USPS,775.93,7,2,Delayed
SHP086180,78438,497,403,WH030,204,2025-07-16,2025-07-18,2025-07-18,49,DHL,860.87,2,0,Delivered
SHP086181,95414,1224,179,WH032,284,2025-12-24,2025-12-29,2025-12-30,12,UPS,791.44,6,1,Delayed
SHP086182,4186,545,479,WH045,183,2025-11-13,2025-11-16,2025-11-16,75,Regional Carrier,70.41,3,0,Delivered
SHP086183,9300,1866,442,WH035,63,2025-02-19,2025-02-25,2025-02-25,97,Regional Carrier,188.37,6,0,Delivered
SHP086184,28144,1714,330,WH018,300,2025-05-21,2025-05-27,2025-05-27,218,UPS,864.35,6,0,Delivered
SHP086185,94612,1476,423,WH021,18,2025-01-16,2025-01-23,2025-01-23,162,DHL,92.96,7,0,Delivered
SHP086186,18486,40,421,WH047,84,2025-05-16,2025-05-22,2025-05-22,19,Regional Carrier,1411.69,6,0,Delivered
SHP086187,75334,399,136,WH034,189,2025-06-11,2025-06-16,2025-06-18,162,DHL,248.75,7,2,Delayed
SHP086188,58829,233,416,WH026,264,2025-01-04,2025-01-08,2025-01-08,174,USPS,504.01,4,0,Delivered
SHP086189,57203,1718,445,WH020,191,2025-04-17,2025-04-20,2025-04-23,56,DHL,1457.18,6,3,Delayed
SHP086190,37229,2332,446,WH014,228,2025-12-14,2025-12-17,2025-12-18,93,UPS,391.66,4,1,Delayed
SHP086191,92164,2444,441,WH011,198,2025-11-13,2025-11-17,2025-11-17,196,USPS,1275.86,4,0,Delivered
SHP086192,429,416,361,WH027,27,2025-04-17,2025-04-21,,208,FedEx,277.17,8,1,In Transit
SHP086193,77790,1242,490,WH040,102,2025-04-28,2025-04-30,2025-04-30,174,FedEx,457.89,2,0,Delivered
SHP086194,85989,1178,43,WH048,285,2025-09-09,2025-09-11,2025-09-11,78,DHL,1113.17,2,0,Delivered
SHP086195,11712,1742,281,WH044,6,2025-10-14,2025-10-16,2025-10-16,175,Regional Carrier,903.73,2,0,Delivered
SHP086196,7466,675,237,WH007,144,2025-11-14,2025-11-17,2025-11-20,95,FedEx,1080.06,6,3,Delayed
